mobile_image,mobile_name,mobile_price
"https://m.media-amazon.com/images/I/61nzw1i2taL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71ncRs6HzyL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81dFFSBIpxL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51da+8RxEWL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51EnyMldjGL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51WY9d1J1AL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71eq+o0JBlL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51s0Mb5li8L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81duLAWicbL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81MP+KiwLlL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51ZoulFBPGL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71p2++3ufvL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/518UXwfiTsL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81n8WL9e4xL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61ACGAKmw3L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51EnyMldjGL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/713iXlnlDlL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61FRLa8IFTL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61ACGAKmw3L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71lcjrZeSFL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71eq+o0JBlL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81T7lVQGdxL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61T9jicrIKL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51da+8RxEWL._AC_UL320_.jpg","Samsung Galaxy M20 (Ocean Blue , 4GB RAM, 64GB Storage, 5000mAH Battery),OnePlus 7T (Glacier Blue, 8GB RAM, Fluid AMOLED Display, 256GB Storage, 3800mAH Battery),Redmi Note 8 Pro (Gamma Green, 6GB RAM, 64GB Storage with Helio G90T Processor) - 6 Month No Cost EMI,Redmi Note 8 Pro (Electric Blue, 6GB RAM, 64GB Storage with Helio G90T Processor) - 6 Month No Cost EMI,Vivo U10 (Thunder Black,5000 mAH 18W Fast Charge Battery, 3GB RAM, 32GB Storage),Vivo U20 (Racing Black, Snapdragon 675 AIE, 4GB RAM, 64GB Storage),Redmi Note 8 Pro (Shadow Black, 6GB RAM, 128GB Storage with Helio G90T Processor) - 6 Month No Cost EMI,OnePlus 7 Pro (Mirror Grey, 8GB RAM, Fluid AMOLED Display, 256GB Storage, 4000mAH Battery),Xiaomi Mi A3 (Not Just Blue, 4GB RAM, 64GB Storage) - 6 Month No Cost EMI,Xiaomi Mi A3 (More Than White, 4GB RAM, 64GB Storage) - 6 Month No Cost EMI,Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers,Samsung Galaxy M30s (Opal Black, 4GB RAM, 64GB Storage),Vivo Y12 (Aqua Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers,Honor 9X (Sapphire Blue, 4+128GB Storage)-Pop up Front Camera & 48MP Triple Rear Camera,Redmi Note 8 Pro (Halo White, 6GB RAM, 128GB Storage with Helio G90T Processor) - 6 Month No Cost EMI,Vivo U10 (Thunder Black, 5000 mAH 18W Fast Charge Battery, 3GB RAM, 64GB Storage),Panasonic Eluga Ray 810 (4GB RAM, 64GB Storage) (Starry Black),OnePlus 7T Pro (Haze Blue, 8GB RAM, Fluid AMOLED Display, 256GB Storage, 4085mAH Battery),Redmi Note 8 Pro (Halo White, 6GB RAM, 64GB Storage with Helio G90T Processor) - 6 Month No Cost EMI,Panasonic Eluga Ray 610 (3GB RAM, 32GB Storage) (Black),Redmi Note 8 Pro (Shadow Black, 6GB RAM, 64GB Storage with Helio G90T Processor) - 6 Month No Cost EMI,Xiaomi Mi A3 (Kind of Grey, 4GB RAM, 64GB Storage) - 6 Month No Cost EMI,Vivo V19 (Mystic Silver, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers,Redmi Note 8 Pro (Electric Blue, 8GB RAM, 128GB Storage with Helio G90T Processor) - 6 Months No Cost EMI","11,499,37,999,15,999,15,999,9,990,11,990,16,999,42,999,12,999,12,999,7,990,14,999,10,990,13,999,16,999,10,490,8,999,47,999,15,999,7,990,15,999,12,999,27,990,18,999"
"https://m.media-amazon.com/images/I/61dQbLY31oL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81dFFSBIpxL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61-YaEYC4YL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71bTTLZdeIL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81T7lVQGdxL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81qVoEhymIL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/815-Kg258tL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/813yN0PIcBL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61GUsaWdigL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61IunwQS1PL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71BBqZGY3dL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/61d5kbgcBxL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51qBzX0pGYL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71dzIE3D7CL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71xrXGLZtXL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/318RnjrsgJL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71vgK6q7n7L._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71Mci+F2eLL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51PEp3zYRBL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51k6vFKQUDL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/515+4BAU5SL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/51-T19jXchL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/71muFgw3oPL._AC_UL320_.jpg,https://m.media-amazon.com/images/I/81duLAWicbL._AC_UL320_.jpg","IKall K2 Plus (5.5 Inch, 4GB, 64GB) (Ocean Blue),Redmi Note 8 Pro (Gamma Green, 8GB RAM, 128GB Storage with Helio G90T Processor) - 6 Months No Cost EMI,LG W30 (Platinum Gray, 3GB RAM, 32GB Storage),realme 5 Pro (Sparkling Blue, 6GB RAM, 64GB Storage),Xiaomi Mi A3 (Kind of Grey, 6GB RAM, 128GB Storage),Samsung Galaxy A51 (Blue, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers,Samsung Galaxy A51 (Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers,OPPO A9 (Marble Green, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers,Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers,IKall K2 Plus (5.5 Inch, 4GB, 64GB) (Blue),Vivo Y11 (Mineral Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers,Vivo Y15 (Aqua Blue, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange,Apple iPhone XR (128GB) - Black,OPPO A31 (Fantasy White, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers,OPPO F15 (Lightening Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers,Lenovo K10 Note (Black, 64 GB) (4 GB RAM),Samsung Galaxy M30s (Quartz Green, 6GB RAM, 128GB Storage),Panasonic Eluga Ray 810 (4GB RAM, 64GB Storage) (Turqoiuse Blue),SBA999-B003 Wireless |Bluetooth| Earphones with/Stereo Sound/Compatible All Smart Mobile,IKall K6 Smartphone (6.26 Inch, 4GB, 32GB) (Blue),Mi 10 (Coral Green, 8GB RAM, 128GB Storage) - 108MP Quad Camera, SD 865 Processor, 5G Ready,Vivo Y91i (Ocean Blue, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers,realme XT (Pearl Blue, 4GB RAM, 64GB Storage),Xiaomi Mi A3 (Not Just Blue, 6GB RAM, 128GB Storage)","5,599,18,999,10,980,14,999,25,250,25,250,12,490,27,990,5,599,9,990,12,989,54,900,12,490,21,990,16,999,9,999,299,5,999,49,999,8,990,16,999,14,999"
